,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_monthly_expense_on_pets_or_plants,Avg_environmental_importance,Married,Avg_Residancy_Altitude,Avg_government_satisfaction,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,Avg_monthly_income_all_years,Last_school_grades,Political_interest_Total_Score,Number_of_valued_Kneset_members,Avg_education_importance
0,0.02882858992371684,-0.9579115694443606,1.0,0.028828589923714842,-1.7828064201106129,0.6999917405768828,0.553716743340916,1.3974233783002719,-1.3676043294633127,0.6005893178437981,-0.9977196610125394,0.7111726393790316,0.9370875623012804,-0.469223479619469,-0.28888184927753924,0.6551625293415393,-0.2812765397069839,-0.12335699593907658
1,-0.3662740061637598,-0.9444339935259726,1.0,-0.3662740061637588,-1.619422531010824,0.6999917405768828,1.945149553744487,-1.7516781160520654,-1.6811245207953842,-1.8691909067939405,-0.9895504372314723,-0.3065681257773152,1.7300718173246075,-0.7978665552121625,-0.28888184927753924,-1.9154904765179261,0.8405058195380031,-1.882802638059616
2,-0.7492022370999781,-0.9001379097235949,0.4285714285714286,-0.7492022370999778,-0.5398412806677945,0.6999917405768828,-0.46249483331410396,0.6837791796561058,-0.3737163723983287,0.5682648929276098,-0.7864246154193526,0.5404175392430657,-0.07019727674269344,-0.9678743624592273,-2.434423435423719,0.7277504652013419,-1.4030588989519708,0.9241229476980666
3,-0.8808609207287991,-0.9458953413087026,-1.0,-0.8808609207287991,-0.35676845419657083,0.6999917405768828,-1.0354555407705937,-0.2386147825538234,-0.346142017083865,-0.3032183690723156,-0.7262864684130463,0.2867003957104328,-0.28902865900356384,-0.9480651263830097,1.3202743403320958,-0.31355120310037266,0.46657836645634077,-0.36917453837579656
4,-0.6802867227618318,-0.8957176837978751,-0.4285714285714286,-0.7199255451330983,-0.6288681534688956,0.6999917405768828,1.0668113716014243,-1.8754654406714784,-0.8243842524304561,-1.7824188938159427,-0.8129768692353276,-0.3795197247458869,1.312001254331866,-0.9600374714872734,-0.8252672458140843,-1.9123481340290827,-0.2812765397069839,-1.8902552842701665
5,-0.9282305978387047,-0.9691142485532108,0.1428571428571428,-0.9282305978387047,-0.4525303269129854,0.6999917405768828,0.22445330776301753,-0.06045080581890293,-0.4048065355704488,-0.19430093378879204,-0.7586728853105511,0.33944226752157936,-0.5820376829009715,-0.9972081766266536,0.24750354725900575,-0.2028539285533063,0.09265091337467843,-0.34152563912652
6,-0.0564883719834941,-0.8773643703386192,-1.0,-0.05648837198349266,-1.471233323111152,0.6999917405768828,1.1390739621460688,-0.4986664236553473,-1.368105404066808,-0.9498847449470146,-0.9770090819305268,0.20560056928724602,1.0460512864136728,-0.5533639332824529,1.3202743403320958,-1.0503344276382602,1.2144332726196654,-1.637763831023025
7,-0.7679184367912195,-0.8585478053429898,-0.7142857142857143,-0.7679184367912195,0.1944410811525342,0.6999917405768828,-0.30224724758748667,0.14873075916536724,0.19692885719401657,0.21059042287862118,-0.5002318329003053,0.39884004394438444,-0.959995066680911,-0.9724366359055415,0.7838889437955507,0.24348627894553088,0.46657836645634077,0.3517060187949676
8,-0.33369935414121865,-0.5912458355143064,0.7142857142857142,-0.3336993541412191,0.21852243234806848,-1.4283615246906665,-0.47368192892143385,-0.09050455284487953,0.18341570304740445,0.13036235677316238,-0.48881610261982933,0.33069145962830926,-0.5862428496974578,-0.7766577548352255,-1.3616526423506292,0.2331583497675111,-0.6552039927886463,0.6961736051787555
9,-0.7299169444360751,-0.8471667139989701,-0.7142857142857143,-0.7299169444360741,0.20166724993224483,-1.4283615246906665,-1.3045505432171773,0.12170352419731535,0.19938103575815153,0.1148245516686018,-0.4968198154332524,0.391307696431314,-1.269136739613709,-0.9628080538979181,0.7838889437955507,0.08993294040938836,-0.2812765397069839,-0.006298287556309251
10,0.12436138198889579,-0.14627613013380758,-0.4285714285714286,0.12436138198890134,0.7310692530929945,-1.4283615246906665,-0.2172857917588463,0.5155080945731239,0.7241331599970033,0.36999134825799956,-0.21527326874128438,0.49733048451089723,-0.6060512457898377,-0.36639598785877536,-0.8252672458140843,0.19650513366575048,-0.6552039927886463,-0.46144305591804174
11,-0.9037642863127706,-0.9403554166491801,-0.7142857142857143,-0.9037642863127704,0.20810248097276435,-1.4283615246906665,-1.2978987566398463,-0.06438908248981201,0.17801062049454294,0.040415650166852696,-0.49377148769271895,0.3382987968574529,-1.007378445057364,-0.9950843596338889,0.7838889437955507,0.06365098938236466,0.8405058195380031,0.21684611110116422
12,-0.8544486267671785,-0.9930081863002461,-0.4285714285714286,-0.8544486267671785,-1.7589815349950606,0.6999917405768828,1.1665881702613934,-2.2654336582736767,-1.8790531096172152,-2.2992162008697186,-0.996897974772202,-0.7100126137136786,2.2183719605993257,-0.9889897447764581,-0.8252672458140843,-2.345566267843442,-0.6552039927886463,-2.162319983199812
13,-0.8838963977906101,-0.9398443815389853,-0.4285714285714286,-0.8838963977906102,-0.1364311978336968,0.6999917405768828,-0.8186677691366606,0.07236494098296095,-0.10635854881451716,0.035817741155792934,-0.6440277456852288,0.3774514752210565,-0.9742862211337996,-0.9929206477199666,-0.8252672458140843,0.05432930999850008,0.09265091337467843,0.05062935361390769
14,-0.49049450185763266,-0.882017389509834,1.0,-0.4904945018576333,-1.1170535962488612,0.6999917405768828,1.8798411037125067,-1.8738277581781777,-1.2552515438573737,-1.8520437894495982,-0.9272582877485407,-0.3784991619684268,1.4747303063874695,-0.8690356433953046,-0.28888184927753924,-1.9272792942340837,-0.6552039927886463,-1.8279417654970316
15,-0.7781323588454769,-0.7769892267925451,-1.0,-0.7781323588454767,1.5694862571879593,-1.4283615246906665,0.5851615526155728,1.706353044447349,1.637639122724153,1.7783661777194666,0.3580776625540816,0.7800328258016336,1.1746477213905209,-0.9747790959381497,1.3202743403320958,1.7986526549294721,0.8405058195380031,1.6498175758793154
16,-0.8245337701203173,-0.911757521745888,-0.4285714285714286,-0.8245337701203168,-0.18042412574092823,0.6999917405768828,-1.194191356820545,-0.22355950791878923,-0.1882277233449341,-0.16634210073780428,-0.6613139384740169,0.29124020176050003,-0.8049569618723882,-0.9841112991042495,-0.8252672458140843,-0.12190279522429762,-0.6552039927886463,0.06766416649569992
17,-0.7949468817375404,-0.9024743524707883,-0.4285714285714286,-0.79494688173754,-0.27283203283808516,0.6999917405768828,0.0004090416810867458,-0.19567300871492,-0.2657770260801358,-0.20960413888924967,-0.6962229277775687,0.29960744602782396,-0.7478882979101338,-0.9784087979928937,-0.8252672458140843,-0.19282690621458984,-0.2812765397069839,-0.14087628960563894
18,-0.21003728123019738,-0.4147620855623898,0.7142857142857142,-0.21003728123019771,0.6648124938562673,-1.4283615246906665,-0.08152887479422155,0.2228339533643811,0.6230758201798653,0.36972014836809236,-0.2539206575074333,0.4192879275211199,-0.6435719793485932,-0.6865127972046102,-1.3616526423506292,0.37586841165120366,-0.2812765397069839,0.47918958653204147
19,-0.6701260665134072,-0.8582344449533812,0.4285714285714286,-0.6701260665134061,-0.42752602210059565,0.6999917405768828,-0.2245422862068438,-0.5269999293649914,-0.45055040508975214,-0.5315119480223133,-0.7504131409941389,0.19643386485553438,-0.35940626690313643,-0.9447440212075007,-2.434423435423719,-0.5337754847018006,-0.6552039927886463,-0.472627387791825
20,-0.5502687748280373,-0.8471667139989701,-0.4285714285714286,-0.550268774828037,-0.5750828161519178,0.6999917405768828,0.3535584381503109,-0.7164797858725869,-0.6084000679891596,-0.5674331078409897,-0.7971460763003279,0.1332360717837766,-0.22790425365751393,-0.897799613828207,-0.8252672458140843,-0.4570093289636359,-1.7769863520336333,0.056314967455017136
